2023001,9,16,18,22,28,32,2
2023002,2,6,10,16,18,22,13
2023003,5,8,18,25,30,32,6
2023004,1,7,15,16,20,25,16
2023005,2,6,8,13,14,19,16
2023006,2,10,12,14,24,26,5
2023007,5,6,9,22,25,31,3
2023008,5,13,18,20,26,28,6
2023009,3,4,19,23,30,32,6
2023010,4,5,13,18,27,29,12
2023011,6,7,16,17,21,22,4
2023012,3,4,7,22,26,30,6
2023013,6,10,14,22,23,33,13
2023014,6,7,18,23,27,30,5
2023015,2,3,14,21,29,32,8
2023016,14,16,19,23,28,30,3
2023017,5,11,18,20,26,28,12
2023018,10,12,17,19,25,31,13
2023019,6,12,26,28,29,32,15
2023020,1,12,17,18,26,27,5
2023021,2,5,6,19,21,27,4
2023022,10,11,18,19,23,31,3
2023023,5,8,10,15,24,25,9
2023024,3,6,9,17,27,28,3
2023025,4,16,20,21,31,32,14
2023026,1,18,26,30,31,33,3
2023027,8,10,22,27,32,33,8
2023028,5,7,10,17,20,22,14
2023029,3,7,12,24,28,33,8
2023030,2,3,7,16,30,31,6
2023031,7,14,27,29,31,33,5
2023032,6,19,20,26,28,33,1
2023033,8,9,13,23,24,26,5
2023034,2,3,9,11,12,17,15
2023035,1,4,9,10,20,33,6
2023036,13,14,18,19,24,30,9
2023037,8,23,25,26,29,31,12
2023038,2,9,14,17,31,33,8
2023039,2,3,9,13,19,28,9
2023040,9,16,17,24,29,31,8
2023041,1,6,12,13,15,24,6
2023042,10,17,20,23,27,30,10
2023043,5,8,12,20,24,28,10
2023044,2,8,15,22,24,26,16
2023045,3,6,12,21,27,28,4
2023046,6,8,17,25,26,28,3
2023047,5,7,14,23,31,33,7
2023048,2,3,10,24,28,30,8
2023049,5,7,14,23,25,27,2
2023050,2,7,9,14,22,23,5
2023051,22,26,29,30,32,33,14
2023052,3,4,5,8,12,17,6
2023053,1,7,14,20,27,30,15
2023054,5,6,9,10,15,26,12
2023055,3,4,20,23,27,32,13
2023056,8,14,15,18,23,33,8
2023057,2,5,10,17,24,32,3
2023058,10,17,22,26,30,33,11
2023059,2,6,13,22,27,32,6
2023060,9,11,17,19,30,31,11
2023061,1,4,6,11,12,22,15
2023062,11,19,23,24,26,33,15
2023063,4,8,17,20,22,27,13
2023064,1,7,11,12,16,18,4
2023065,2,14,17,20,26,33,14
2023066,2,7,8,10,26,31,6
2023067,1,3,12,19,28,32,14
2023068,11,12,15,18,29,33,2
2023069,12,14,17,20,21,26,2
2023070,3,5,25,31,32,33,4
2023071,5,12,15,19,24,26,6
2023072,2,6,10,24,25,33,9
2023073,1,3,15,16,25,32,10
2023074,2,8,9,18,19,21,3
2023075,13,15,24,28,30,31,1
2023076,3,4,15,18,19,22,9
2023077,7,9,14,22,26,27,1
2023078,6,8,14,19,30,31,8
2023079,5,6,9,12,21,22,7
2023080,1,2,4,9,25,31,8
2023081,1,11,15,16,22,31,15
2023082,4,18,19,24,27,30,16
2023083,7,10,12,16,17,30,12
2023084,9,13,14,17,19,27,3
2023085,11,18,23,24,31,33,13
2023086,8,9,10,22,26,32,12
2023087,2,9,15,17,28,33,1
2023088,1,14,18,26,31,33,5
2023089,8,13,15,27,28,31,11
2023090,1,2,9,26,30,31,7
2023091,16,20,22,26,30,32,16
2023092,3,12,24,25,32,33,13
2023093,10,21,24,25,27,32,7
2023094,6,10,12,14,30,31,12
2023095,3,8,16,17,22,26,11
2023096,8,11,18,26,31,32,15
2023097,1,9,14,19,29,30,15
2023098,2,10,11,14,21,27,11
2023099,9,11,14,19,27,33,5
2023100,5,6,12,15,23,25,4
2023101,1,5,9,15,18,26,4
2023102,1,9,10,13,21,28,10
2023103,5,6,13,24,25,29,15
2023104,10,19,23,25,30,31,12
2023105,1,3,5,26,30,32,16
2023106,7,9,10,20,22,24,7
2023107,3,7,18,25,29,33,14
2023108,1,3,6,8,18,24,9
2023109,6,8,10,13,16,28,13
2023110,2,6,20,25,29,33,16
2023111,5,6,12,17,20,33,9
2023112,9,12,13,22,24,31,4
2023113,1,2,13,18,25,27,3
2023114,7,9,15,16,17,26,9
2023115,2,7,16,21,26,27,16
2023116,2,8,9,13,24,27,12
2023117,2,11,14,17,18,28,8
2023118,1,2,11,19,25,29,4
2023119,1,2,3,19,21,28,15
